STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
"Madhya Pradesh",Narsinghpur,PM-JANMAN,6,0,0,0,6,0,64.2,68.80444,0,0,64.2
"Madhya Pradesh",Neemuch,PMGSY-III,9,12,9,11,0,1,134.074,116.00475,131.304,74.8422,0
"Madhya Pradesh",Niwari,PMGSY-I,120,3,120,3,0,0,444.855,129.7898,448.172,113.8069,0
"Madhya Pradesh",Niwari,PMGSY-II,3,0,3,0,0,0,20.59,11.70144,19.951,8.8303,0
"Madhya Pradesh",Panna,PMGSY-I,317,8,317,8,0,0,1511.53,484.9912,1421.678,483.1647,0
"Madhya Pradesh",Panna,PMGSY-III,17,20,13,10,4,10,238.505,219.4823,221.967,141.7085,13.76
"Madhya Pradesh",Rajgarh,PMGSY-I,427,10,427,10,0,0,1661.48,532.86189,1579.762,456.2403,0
"Madhya Pradesh",Ratlam,PMGSY-III,18,22,18,18,0,4,231.447,216.06439,226.711,147.179,0
"Madhya Pradesh",Rewa,PMGSY-II,8,2,8,2,0,0,133.65,87.0665,130.7,78.6302,0
"Madhya Pradesh",Rewa,PMGSY-III,27,5,25,5,2,0,287.995,183.17878,280.414,133.6034,2.9
"Madhya Pradesh",Seoni,PM-JANMAN,2,0,0,0,2,0,2.675,1.69749,0,0,2.675
"Madhya Pradesh",Shahdol,PMGSY-III,20,3,17,2,3,1,196.28,120.3251,184.376,72.7629,11.79
"Madhya Pradesh",Shajapur,PMGSY-III,12,31,11,24,1,7,170.64,175.35133,166.441,123.9631,0.835
"Madhya Pradesh",Shivpuri,PMGSY-II,10,3,10,3,0,0,190.632,134.90602,185.327,111.9422,0
"Madhya Pradesh",Shivpuri,PMGSY-III,25,11,24,8,1,3,340.067,276.18536,333.653,194.7953,0.37
"Madhya Pradesh",Sidhi,PMGSY-II,1,2,1,2,0,0,17.225,11.1029,17.225,9.6652,0
"Madhya Pradesh",Singrauli,PMGSY-III,11,0,11,0,0,0,150.8,99.8944,150.164,75.8621,0
Maharashtra,Ahmednagar,PMGSY-II,19,3,19,3,0,0,133.9,72.7943,126.53,68.16,0
Maharashtra,Amrawati,PMGSY-I,124,26,124,26,0,0,591.53,137.9873,578.33,136.3922,0
Maharashtra,Bhandara,PMGSY-III,24,1,22,0,2,1,148.61,112.12138,145.618,85.4898,0.2
Maharashtra,Dhule,PMGSY-I,168,50,166,50,2,0,785.565,321.2574,748.235,307.7749,20.91
Maharashtra,Dhule,PMGSY-III,13,7,3,0,10,7,125.075,110.2362,90.57,62.7375,28.815
Maharashtra,Gadchiroli,RCPLWEA,26,68,20,63,6,5,487.716,688.75014,420.956,435.1647,66.76
Maharashtra,Jalna,PMGSY-I,175,65,175,65,0,0,818.15,230.2545,810.626,232.4458,0
Maharashtra,Nanded,PMGSY-I,119,20,119,20,0,0,644.39,160.0989,612.78,166.7206,0
Maharashtra,Palghar,PMGSY-III,17,0,4,0,13,0,114.291,117.7608,66.787,61.6576,47.22
Maharashtra,Pune,PMGSY-I,259,16,258,16,1,0,1444.48,397.1502,1423.542,421.8152,3.12
Maharashtra,Pune,PMGSY-II,19,0,19,0,0,0,128.54,71.0317,124.44,68.8709,0
Maharashtra,Ratnagiri,PMGSY-I,147,0,147,0,0,0,443.973,150.8118,443.715,155.6318,0
Maharashtra,Satara,PMGSY-III,56,0,16,0,40,0,304.79,232.9597,177.882,139.5207,124.945
Maharashtra,Washim,PMGSY-III,17,8,10,0,7,8,103.935,97.89375,85.935,68.6414,16.635
Maharashtra,Yavatmal,PMGSY-I,147,37,147,37,0,0,913.3,230.781,918.3,567.0564,0
Maharashtra,Yavatmal,PMGSY-II,13,5,13,5,0,0,82.94,49.785,82.94,52.8659,0
Maharashtra,Yavatmal,PMGSY-III,30,26,28,0,2,26,240.7,229.27766,234.854,197.6439,3.35
Manipur,Bishnupur,PMGSY-I,149,7,147,6,2,1,362.089,161.94646,389.07,145.587,0
Manipur,Bishnupur,PMGSY-II,7,0,6,0,1,0,35.57,28.9618,35.37,22.3727,0.3
Manipur,Chandel,PMGSY-I,218,15,195,10,23,5,1606.94,684.57053,1550.492,628.5127,33.43
Manipur,Churachandpur,PMGSY-III,3,0,0,0,3,0,22.14,18.76678,0,0.161,22.14
Manipur,"Imphal East",PMGSY-II,15,0,14,0,1,0,85.72,71.2072,85.52,58.6697,0.2
Manipur,"Imphal West",PMGSY-I,206,11,206,9,0,2,396.56,160.95803,386.22,122.9102,0
Manipur,Senapati,PMGSY-I,276,33,264,30,12,3,2028.13,881.77681,1970.52,821.6295,33.21
Manipur,Senapati,PMGSY-II,4,2,3,2,1,0,22.38,22.0518,16.38,16.5409,6
Manipur,Senapati,PMGSY-III,11,0,0,0,11,0,120.14,96.71633,0,0.7453,120.14
Manipur,Tamenglong,PMGSY-I,175,24,139,16,36,8,1697.24,796.65261,1610.025,666.0035,88.18
Meghalaya,"East Garo Hills",PMGSY-I,132,22,128,22,4,0,560.179,412.41858,542.65,447.5456,14.827
Meghalaya,"East Khasi Hills",PMGSY-I,191,3,190,3,1,0,742.539,365.36525,733.579,348.7814,0.975
Meghalaya,Ribhoi,PMGSY-III,12,0,2,0,10,0,156.22,138.73122,24.1,23.3355,132.12
Meghalaya,"South Garo Hills",PMGSY-I,34,18,31,18,3,0,129.993,183.4722,124.586,180.3663,5.638
Meghalaya,"West Garo Hills",PMGSY-II,22,4,21,4,1,0,98.48,98.78554,98.53,93.2918,0
Meghalaya,"West Khasi Hills",PMGSY-I,213,11,208,11,5,0,967.815,539.2124,946.571,497.6082,19.513
Mizoram,Aizawl,PMGSY-I,64,0,64,0,0,0,759.82,355.6042,757.82,352.1993,0
Mizoram,Kolasib,PMGSY-III,1,0,0,0,1,0,6.12,4.6329,6.12,0,0
Mizoram,Lunglei,PMGSY-I,59,0,55,0,4,0,738.914,537.8182,732.178,501.3395,3.162
Mizoram,Mamit,PMGSY-II,1,0,1,0,0,0,9.75,9.919,9.75,10.029,0
Mizoram,Serchhip,PMGSY-II,1,0,1,0,0,0,16,14.2014,15.5,11.0998,0
Nagaland,Kiphire,PMGSY-I,38,10,37,10,1,0,667.74,243.3672,655.74,241.5537,12
Nagaland,Longleng,PMGSY-II,1,0,1,0,0,0,11.4,11.0391,11.4,11.0379,0
Nagaland,Tuensang,PMGSY-III,5,0,0,0,5,0,59.66,58.4939,0,3.596,59.66
Nagaland,Zunheboto,PMGSY-I,41,5,41,5,0,0,443.64,118.7847,444,118.6371,0
Nagaland,Zunheboto,PMGSY-III,8,0,0,0,8,0,103.31,110.9257,0,1.2256,103.31
Odisha,Bhadrak,PMGSY-III,34,1,27,0,7,1,198.23,115.9142,173.909,98.7994,25.485
Odisha,Gajapati,PMGSY-III,36,0,36,0,0,0,198,124.7562,196.758,118.2245,0
Odisha,Ganjam,PMGSY-III,110,16,73,5,37,11,631.133,441.95485,500.008,322.0943,123.575
Odisha,Jajpur,PMGSY-I,448,18,448,18,0,0,1564.9,729.37584,1499.873,715.1697,0
Odisha,Jharsuguda,PMGSY-I,136,3,136,3,0,0,399.273,127.4554,392.113,119.349,0
Odisha,Kalahandi,PMGSY-I,747,58,747,58,0,0,3325.484,1409.96473,3150.211,1413.0032,0
Odisha,Kendrapara,PMGSY-II,26,0,26,0,0,0,107.3,52.7669,106.189,52.4654,0
Odisha,Keonjhar,PMGSY-III,53,4,50,4,3,0,372.085,234.1436,356.679,222.2927,5.373
Odisha,Malkangiri,PMGSY-I,461,40,460,37,1,3,2109.2,872.40848,2071.274,1054.3312,4.41
Odisha,Malkangiri,PMGSY-II,12,0,12,0,0,0,83.4,36.9716,83.045,30.555,0
Odisha,Malkangiri,RCPLWEA,30,0,29,0,1,0,353.815,314.24901,343.853,285.9504,6.1
Odisha,Malkangiri,PM-JANMAN,1,0,0,0,1,0,9.5,8.6044,0,0,9.5
Odisha,Mayurbhanj,PMGSY-I,1263,32,1263,32,0,0,4546.134,1828.07024,4349.94,1866.873,0
Odisha,Nayagarh,PMGSY-I,351,11,350,11,1,0,1251.285,627.21815,1202.438,603.8598,2.9
Odisha,Puri,PMGSY-I,634,8,634,8,0,0,2028.235,1028.8145,1963.892,1028.8642,0
Odisha,Puri,PMGSY-III,40,1,27,0,13,1,293.841,174.94112,264.231,147.396,25.825
Odisha,Rayagada,PMGSY-III,47,5,41,5,6,0,359.817,257.217,350.295,222.8482,11.002
Odisha,Sonepur,PMGSY-II,19,1,19,1,0,0,73.086,36.7171,71.652,33.5135,0
Odisha,Sundargarh,PMGSY-I,988,65,988,65,0,0,3754.383,1726.76572,3645.268,1754.2738,0
Punjab,Barnala,PMGSY-II,3,1,3,1,0,0,40.45,28.6027,40.45,22.5468,0
Punjab,Barnala,PMGSY-III,9,1,8,0,1,1,115.59,101.43958,99.104,71.8201,16.17
Punjab,Faridkot,PMGSY-I,23,0,23,0,0,0,190.581,80.2681,190.575,72.9015,0
Punjab,Faridkot,PMGSY-II,8,0,8,0,0,0,71.88,43.2546,70.48,42.0938,0
Punjab,Hoshiarpur,PMGSY-II,2,0,2,0,0,0,25.6,18.2157,25.6,13.5352,0
Punjab,Jalandhar,PMGSY-III,17,1,10,0,7,1,184.92,154.06062,106.682,52.0122,77.44
Punjab,Kapurthala,PMGSY-I,43,0,43,0,0,0,246.385,85.3898,246.385,66.1599,0
Punjab,Kapurthala,PMGSY-III,10,0,4,0,6,0,83.46,56.04457,35.395,19.8927,48.065
Punjab,Ludhiana,PMGSY-III,29,7,28,1,1,6,346.892,335.48779,346.155,278.0797,0.64
Punjab,Mansa,PMGSY-II,14,0,14,0,0,0,173.4,109.1393,173.3,100.1623,0
Punjab,Mukatsar,PMGSY-I,93,0,93,0,0,0,485.107,198.9607,482.632,177.2442,0
Punjab,Nawashahar,PMGSY-II,1,0,1,0,0,0,8.38,6.1408,5.7,2.8514,0
Punjab,Pathankot,PMGSY-III,6,1,2,0,4,1,51.55,58.01704,35.12,30.6731,16.43
Punjab,Patiala,PMGSY-III,17,7,13,5,4,2,121.712,119.44707,98.66,92.3227,22.39
Punjab,Sangrur,PMGSY-II,8,1,8,1,0,0,105.43,66.852,102.925,47.5532,0
Rajasthan,Balotra,PMGSY-I,570,0,570,0,0,0,2733.445,468.9141,2680.217,410.6322,0
Rajasthan,Banswara,PMGSY-III,23,2,23,2,0,0,172.34,113.42684,167.93,84.6124,0
Rajasthan,Baran,PMGSY-I,311,12,311,12,0,0,1243.166,301.2303,1171.87,302.0229,0
Rajasthan,Baran,PMGSY-II,11,0,11,0,0,0,99.745,45.27195,99.799,40.3299,0
Rajasthan,Barmer,PMGSY-I,907,0,907,0,0,0,4337.705,746.3548,4186.12,661.9552,0
Rajasthan,Bhilwara,PMGSY-I,604,0,604,0,0,0,2288.49,429.6578,2189.428,386.6147,0
Rajasthan,Bikaner,PMGSY-II,9,0,9,0,0,0,84,23.6534,84,18.4886,0
Rajasthan,Bikaner,PMGSY-III,26,0,25,0,1,0,278.86,122.69569,263.21,90.672,15
Rajasthan,Deeg,PMGSY-III,13,0,13,0,0,0,100.57,74.12449,99.87,64.6454,0
Rajasthan,Dholpur,PMGSY-III,25,0,25,0,0,0,241.186,119.52563,240.89,113.1364,0
Rajasthan,Dungarpur,PMGSY-I,1001,0,1001,0,0,0,2820.22,766.6567,2691.941,661.5755,0
Rajasthan,Dungarpur,PMGSY-III,25,2,25,1,0,1,267.22,177.40371,267.22,125.6045,0
Rajasthan,Hanumangarh,PMGSY-III,22,0,22,0,0,0,217.64,103.43357,214.295,81.8336,0
Rajasthan,Jaipur,PMGSY-III,42,0,40,0,2,0,441.77,251.2557,431.017,184.4449,1.01
Rajasthan,Jaisalmer,PMGSY-II,4,0,4,0,0,0,42.4,10.556,44.3,7.3494,0
Rajasthan,Jaisalmer,PMGSY-III,20,0,19,0,1,0,196.9,96.43175,193.33,73.9529,3
Rajasthan,Jalor,PMGSY-III,17,0,17,0,0,0,139.78,71.5328,135.89,48.4593,0
Rajasthan,Jhunjhunun,PMGSY-I,574,0,574,0,0,0,1953.775,490.1187,1893.688,419.9541,0
Rajasthan,Jodhpur,PMGSY-III,29,0,29,0,0,0,331.57,195.23565,330.8,139.1634,0
Rajasthan,Kota,PMGSY-II,10,0,10,0,0,0,71.1,32.3964,70.6,29.3786,0
Rajasthan,Pali,PMGSY-II,11,1,11,1,0,0,118.5,63.8277,118.5,50.2365,0
Rajasthan,Phalodi,PMGSY-I,382,0,382,0,0,0,2164.96,348.9677,2108.81,312.4522,0
Rajasthan,Phalodi,PMGSY-III,16,0,16,0,0,0,192.9,101.7562,193.35,77.4751,0
Rajasthan,Pratapgarh,PMGSY-III,12,2,9,2,3,0,114.78,76.98488,107.689,54.7731,7
Rajasthan,Sikar,PMGSY-III,31,0,31,0,0,0,325.98,205.1726,324.295,157.5945,0
Rajasthan,Tonk,PMGSY-III,32,0,32,0,0,0,239.343,139.19612,241.1,106.3139,0
Rajasthan,Udaipur,PMGSY-III,44,3,43,1,1,2,427.425,291.12291,414.865,216.6411,10
"Tamil Nadu",Coimbatore,PMGSY-I,160,5,160,5,0,0,330.124,107.93731,326.648,192.651,0
"Tamil Nadu",Erode,PMGSY-I,230,1,230,1,0,0,513.66,134.35828,506.001,126.0865,0
"Tamil Nadu",Kanchipuram,PMGSY-III,12,0,6,0,6,0,37.838,21.92361,33.151,9.454,4.687
"Tamil Nadu",Kanniyakumari,PMGSY-II,1,0,1,0,0,0,1.85,0.8478,1.85,0.8683,0
"Tamil Nadu",Karur,PMGSY-I,181,0,181,0,0,0,475.43,116.62593,474.355,106.3399,0
"Tamil Nadu",Krishnagiri,PMGSY-I,210,7,210,7,0,0,443.188,139.18744,438.612,119.6094,0
"Tamil Nadu",Krishnagiri,PMGSY-II,40,2,40,2,0,0,118.23,56.26929,118.23,59.1974,0
"Tamil Nadu",Madurai,PMGSY-III,18,0,18,0,0,0,62.41,39.60853,62.255,32.6161,0
"Tamil Nadu",Nagapattinam,PMGSY-III,38,5,34,4,4,1,156.203,153.38103,134.488,161.3573,21.72
"Tamil Nadu",Pudukkottai,PMGSY-III,77,0,63,0,14,0,335.616,197.66193,312.136,101.0613,23.665
"Tamil Nadu",Ranipet,PMGSY-II,7,0,7,0,0,0,19.552,7.5257,19.552,7.7246,0
"Tamil Nadu",Salem,PMGSY-II,6,0,6,0,0,0,21.955,9.72781,21.955,11.008,0
"Tamil Nadu",Tenkasi,PMGSY-III,16,0,10,0,6,0,64.615,30.9733,64.61,17.3219,0.005
"Tamil Nadu",Thanjavur,PMGSY-III,29,1,19,1,10,0,109.826,65.78695,82.231,39.9495,27.595
"Tamil Nadu","The Nilgiris",PMGSY-I,106,0,106,0,0,0,268.592,109.62261,264.482,91.8806,0
"Tamil Nadu","The Nilgiris",PMGSY-III,17,0,2,0,15,0,68.005,70.5887,35.967,16.9444,32.038
"Tamil Nadu",Theni,PMGSY-III,6,1,6,1,0,0,19.2,14.12334,18.962,10.6923,0
"Tamil Nadu",Tiruchirappalli,PMGSY-III,83,1,75,1,8,0,323.195,177.88772,309.713,104.1351,12.949
"Tamil Nadu",Tiruppur,PMGSY-I,285,2,285,2,0,0,627.378,136.4948,623.583,27.9211,0
"Tamil Nadu",Tiruppur,PMGSY-II,18,0,18,0,0,0,51.063,20.64843,51.063,21.4199,0
"Tamil Nadu",Tiruvallur,PMGSY-II,12,0,12,0,0,0,40.435,13.93617,40.435,13.8781,0
"Tamil Nadu",Tiruvarur,PMGSY-II,74,12,74,12,0,0,224.342,197.66552,224.343,212.5394,0
"Tamil Nadu",Virudhunagar,PMGSY-I,204,1,204,1,0,0,435.383,115.97783,432.471,107.1353,0
Telangana,Adilabad,PMGSY-I,186,28,180,28,6,0,654.472,193.42658,578.392,48.196,30.75
Telangana,Jagitial,PMGSY-I,83,6,83,6,0,0,270.489,44.4377,266.892,87.5639,0
Telangana,"Jayashankar Bhoopalapally",PMGSY-I,53,7,53,7,0,0,190.555,56.47182,190.805,72.0802,0
Telangana,Kamareddy,PMGSY-II,4,1,4,1,0,0,36.94,24.3256,36.94,24.8706,0
Telangana,Khammam,PMGSY-III,16,7,13,2,3,5,115.803,99.76101,106.807,71.3487,4.654
Telangana,"Komrambheem Asifabad",RCPLWEA,31,33,8,12,23,21,262.66,407.15149,118.645,153.213,142.191
Telangana,"Komrambheem Asifabad",PM-JANMAN,8,0,0,0,8,0,19.85,19.73805,1,0,18.85
Telangana,Mahabubabad,PMGSY-II,4,0,4,0,0,0,24.805,12.7995,24.35,11.496,0
Telangana,Mahabubabad,PMGSY-III,15,12,3,1,12,11,103.632,96.02237,37.184,71.2069,66.275
Telangana,Mancherial,PMGSY-II,1,0,1,0,0,0,5.35,2.645,5.35,1.9849,0
Telangana,"Medchal Malkajgiri",PMGSY-II,2,1,2,1,0,0,15.59,14.3107,12.282,10.2042,0
Telangana,"Medchal Malkajgiri",PMGSY-III,3,0,2,0,1,0,19,12.84368,15.789,7.6784,2.338
Telangana,Mulugu,PMGSY-III,2,0,1,0,1,0,13.55,8.805,9.6,10.0687,3
Telangana,Nalgonda,PMGSY-I,128,11,128,11,0,0,618.22,139.1826,609.341,83.8783,0
Telangana,"Rajanna Sircilla",PMGSY-II,2,0,2,0,0,0,23.18,14.2471,21.224,12.9352,0
Telangana,"Ranga Reddy",PMGSY-I,108,22,108,22,0,0,437.925,100.8337,430.273,185.4617,0
Telangana,"Ranga Reddy",PMGSY-II,7,2,7,2,0,0,64.62,39.096,60.159,36.0022,0
Telangana,Vikarabad,PMGSY-III,13,2,9,0,4,2,93.085,60.13381,74.413,47.4115,16.598
Telangana,Wanaparthy,PMGSY-I,25,2,25,2,0,0,106.049,20.8285,101.24,9.949,0
Telangana,"Warangal Urban",PMGSY-I,34,0,34,0,0,0,86.149,11.6626,85.905,23.1814,0
Telangana,"Warangal Urban",PMGSY-III,5,3,3,0,2,3,34.5,34.8,28.547,26.7396,5.05
Telangana,"Yadadri Bhongiri",PMGSY-I,61,1,61,1,0,0,260.179,40.5621,267.105,-267.0415,0
Tripura,Dhalai,PMGSY-I,177,5,163,3,14,2,827.804,548.78394,706.504,476.4238,61.418
Tripura,"North Tripura",PMGSY-II,4,0,4,0,0,0,20.642,20.93553,20.642,21.8013,0
Tripura,Sepahijala,PMGSY-I,207,4,207,4,0,0,648.341,388.9445,614.046,404.7569,0
Tripura,Sepahijala,PMGSY-II,4,0,4,0,0,0,24.428,26.37909,24.428,28.9564,0
"Uttar Pradesh",Agra,PMGSY-II,16,0,16,0,0,0,122.005,101.2449,120.971,79.9269,0
"Uttar Pradesh",Ambedkarnagar,PMGSY-I,204,0,204,0,0,0,584.768,179.7895,572.209,168.0181,0
"Uttar Pradesh",Badaun,PMGSY-III,22,0,22,0,0,0,143.705,96.9952,141.583,80.4611,0
"Uttar Pradesh",Baghpat,PMGSY-III,12,0,12,0,0,0,72.715,31.08809,72.635,29.486,0
"Uttar Pradesh",Ballia,PMGSY-II,15,0,15,0,0,0,99.65,62.4179,97.229,56.6339,0
"Uttar Pradesh",Balrampur,PMGSY-I,195,0,195,0,0,0,607.479,189.1193,599.137,179.4222,0
"Uttar Pradesh",Banda,PMGSY-I,141,0,141,0,0,0,469.34,134.1771,455.706,142.1612,0
"Uttar Pradesh",Barabanki,PMGSY-III,57,0,57,0,0,0,431.745,406.3758,425.965,378.3801,0
"Uttar Pradesh",Bijnor,PMGSY-III,19,0,19,0,0,0,135.038,90.1265,135.038,74.9555,0
"Uttar Pradesh",Bulandshahr,PMGSY-III,42,0,42,0,0,0,296.13,183.67973,287.691,158.8821,0
"Uttar Pradesh",Chandauli,RCPLWEA,7,0,7,0,0,0,80.925,45.6326,80.55,43.1226,0
"Uttar Pradesh",Chitrakoot,PMGSY-II,14,0,14,0,0,0,101.7,55.808,101.699,51.8173,0
"Uttar Pradesh",Etawah,PMGSY-II,18,0,18,0,0,0,108.6,65.9403,106.1,55.1888,0
"Uttar Pradesh",Etawah,PMGSY-III,25,0,25,0,0,0,181.12,127.73929,179.67,100.1738,0
"Uttar Pradesh",Fatehpur,PMGSY-III,59,0,35,0,24,0,466.05,442.89172,302.449,239.3102,162.738
"Uttar Pradesh",Gonda,PMGSY-III,66,0,66,0,0,0,460.485,334.92296,459.02,336.1537,0
"Uttar Pradesh",Hamirpur,PMGSY-II,9,0,9,0,0,0,96.9,42.4343,96.9,36.4839,0
"Uttar Pradesh",Hamirpur,PMGSY-III,19,0,18,0,1,0,157,110.9985,145.611,88.4668,9.85
"Uttar Pradesh",Hardoi,PMGSY-III,67,0,67,0,0,0,480.658,350.96026,474.698,298.5559,0
"Uttar Pradesh",Hathras,PMGSY-III,20,0,20,0,0,0,180.19,150.75601,177.344,117.5216,0
"Uttar Pradesh",Jalaun,PMGSY-III,21,0,21,0,0,0,144.845,92.99378,141.845,65.298,0
"Uttar Pradesh",Jaunpur,PMGSY-III,57,0,57,0,0,0,374.87,265.2944,371.095,231.8728,0
"Uttar Pradesh",Jhansi,PMGSY-I,131,0,131,0,0,0,498.815,156.5845,481.231,141.9012,0
"Uttar Pradesh","Kanpur Dehat",PMGSY-III,33,0,23,0,10,0,238.679,199.11752,167.607,117.0542,61.705
"Uttar Pradesh",Kasganj,PMGSY-I,114,0,114,0,0,0,368.925,116.5174,364.388,111.4347,0
"Uttar Pradesh",Kushinagar,PMGSY-I,289,0,289,0,0,0,1041.804,357.591,1036.11,330.9882,0
"Uttar Pradesh",Lalitpur,PMGSY-II,14,0,14,0,0,0,110.291,66.9178,109.891,61.9163,0
"Uttar Pradesh",Maharajganj,PMGSY-II,16,0,16,0,0,0,104.45,66.1358,105.2,58.6796,0
"Uttar Pradesh",Mahoba,PMGSY-III,14,0,11,0,3,0,115.82,78.48959,109.98,67.102,5.39
"Uttar Pradesh",Mainpuri,PMGSY-I,243,0,242,0,1,0,480.101,104.4497,474.093,89.4605,1
"Uttar Pradesh",Mathura,PMGSY-II,11,0,11,0,0,0,94.5,69.5562,90.835,58.4898,0
"Uttar Pradesh",Mau,PMGSY-III,28,0,28,0,0,0,196.93,172.90397,193.785,158.3352,0
"Uttar Pradesh",Meerut,PMGSY-I,289,0,289,0,0,0,660.754,147.5156,649.583,141.2229,0
"Uttar Pradesh",Meerut,PMGSY-III,23,0,23,0,0,0,203.857,111.6808,195.207,90.2045,0
"Uttar Pradesh",Moradabad,PMGSY-I,221,0,221,0,0,0,583.48,157.0073,567.097,152.6761,0
"Uttar Pradesh",Moradabad,PMGSY-II,12,0,12,0,0,0,90.989,44.6565,87.899,40.6243,0
"Uttar Pradesh",Moradabad,PMGSY-III,23,0,23,0,0,0,142.535,86.95423,138.542,68.764,0
"Uttar Pradesh",Muzaffarnagar,PMGSY-II,12,0,12,0,0,0,105.85,52.16453,105.85,46.1786,0
"Uttar Pradesh",Pilibhit,PMGSY-II,11,1,11,1,0,0,77.75,40.98453,75.76,40.1661,0
"Uttar Pradesh",Pratapgarh,PMGSY-I,382,0,382,0,0,0,1114.335,230.3692,1082.53,207.0207,0
"Uttar Pradesh","Rae Bareli",PMGSY-III,67,0,59,0,8,0,493.58,414.98825,442.219,310.8985,47.175
"Uttar Pradesh",Rampur,PMGSY-II,13,0,13,0,0,0,100.8,52.66694,100.7,46.2817,0
"Uttar Pradesh","S.K. Nagar",PMGSY-III,23,0,23,0,0,0,152.4,137.38049,151.35,122.1548,0
"Uttar Pradesh",Saharanpur,PMGSY-III,38,0,37,0,1,0,280.52,167.3443,271.765,135.1198,0.026
"Uttar Pradesh",Shahjahanpur,PMGSY-I,296,0,296,0,0,0,987.46,353.0337,961.85,347.2636,0
"Uttar Pradesh",Shamli,PMGSY-III,17,0,17,0,0,0,149.55,100.38982,149.138,90.339,0
"Uttar Pradesh",Shrawasti,PMGSY-II,9,0,9,0,0,0,95.565,66.9524,92.706,60.9933,0
"Uttar Pradesh",Sonebhadra,PMGSY-III,28,0,26,0,2,0,237.15,177.62324,221.9,136.8736,14.75
"Uttar Pradesh",Varanasi,PMGSY-II,16,0,16,0,0,0,98,40.37843,96.605,35.7274,0
"Uttar Pradesh",Varanasi,PMGSY-III,16,0,16,0,0,0,94.4,34.6486,92.484,28.2152,0
Uttarakhand,Bageshwar,PMGSY-III,12,0,2,0,10,0,105.73,83.11198,62.4,47.5082,43.33
Uttarakhand,Champawat,PMGSY-II,4,0,4,0,0,0,42,26.0547,42,25.7562,0
Uttarakhand,Pauri,PMGSY-I,271,16,271,14,0,2,2014.619,931.72223,1992.73,931.4248,0
Uttarakhand,Pithoragarh,PMGSY-II,13,0,13,0,0,0,89.6,59.7582,87.55,56.7585,0
"West Bengal",Birbhum,PMGSY-I,344,2,344,2,0,0,2244.611,895.89926,2221.185,824.4759,0
"West Bengal",Birbhum,PMGSY-II,7,0,7,0,0,0,76.75,61.97305,76.221,59.7094,0
"West Bengal","Dakshin Dinajpur",PMGSY-I,248,0,248,0,0,0,926.373,449.5262,919.535,391.7352,0
"West Bengal","Dakshin Dinajpur",PMGSY-II,8,1,8,1,0,0,88.04,70.64917,86.1,65.8269,0
"West Bengal","Dakshin Dinajpur",PMGSY-III,16,0,0,0,16,0,140.085,79.93224,2.625,18.2155,137.46
"West Bengal",Hooghly,PMGSY-II,15,0,15,0,0,0,96.426,74.68126,96.426,64.3534,0
"West Bengal",Jalpaiguri,PMGSY-I,154,2,154,2,0,0,945.253,392.79428,928.005,348.2809,0
"West Bengal",Jalpaiguri,PMGSY-II,16,0,16,0,0,0,95.62,78.00579,93.74,67.0303,0
"West Bengal",Jalpaiguri,PMGSY-III,19,2,8,0,11,2,117.163,97.10361,63.354,47.4932,53.34
"West Bengal",Jhargram,PMGSY-II,5,0,5,0,0,0,68.099,59.2613,68.099,46.319,0
"West Bengal",Maldah,PMGSY-II,20,0,20,0,0,0,174.297,141.17538,172.705,117.3991,0
"West Bengal",Maldah,PMGSY-III,32,0,10,0,22,0,241.086,154.71073,72.788,61.9895,167.536
"West Bengal",Murshidabad,PMGSY-I,410,4,410,4,0,0,2053.367,922.56231,2032.725,841.8226,0
"West Bengal",Nadia,PMGSY-III,24,1,9,0,15,1,138.848,106.38457,65.027,37.0752,74.008
"West Bengal","Purba Burdwan",PMGSY-II,9,0,9,0,0,0,119.24,98.5914,119.655,89.0774,0
"West Bengal","Purba Medinipur",PMGSY-I,202,4,202,4,0,0,1304.068,658.48287,1290.698,609.6855,0
"West Bengal",Purulia,PMGSY-II,18,0,18,0,0,0,143.66,112.21407,142.905,82.0457,0
"West Bengal","Siliguri M.P.",PMGSY-II,8,0,8,0,0,0,35.022,24.46831,34.852,19.3307,0
"West Bengal",Uttardinajpur,PMGSY-II,10,0,10,0,0,0,81.437,68.09995,78.597,60.6663,0
"Andaman And Nicobar",Nicobar,PMGSY-III,10,0,0,0,10,0,102.585,116.3138,0,0,102.585
"Andaman And Nicobar","North and Middle Andaman",PMGSY-I,32,0,32,0,0,0,60.169,24.6908,59.19,20.2901,0
"Andhra Pradesh",Anantapur,PMGSY-I,207,22,207,21,0,1,862.65,214.7772,854.249,213.899,0
"Andhra Pradesh",Anantapur,PMGSY-II,8,0,8,0,0,0,75.02,29.9953,74.961,27.1823,0
"Andhra Pradesh",Anantapur,PMGSY-III,16,5,14,0,2,5,145.623,109.8399,134.614,89.0482,6.293
